historical_finding_id,source_file,inspection_type,site_name,site_address,equipment_class,inspection_date,section,severity_category,finding_number,area,finding_text,finding_text_clean,correction,reference_raw,reference_type,reference_normalized,standard_code,clause_number,law_code,law_section,retrieval_text
HF-00025,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,17,Autosuojarakennus,"Muuntaja 1 ja 2 tähtipiste maadoitettu potentiaalintasauskiskoon. Potentiaalintasauskisko liitetty TN-S sähkökeskukseen, jolloin PE johto virrallinen. Tähtipistettä ei saa maadoittaa suoraan muuntajalla. [ SFS-6000-1]","Muuntaja 1 ja 2 tähtipiste maadoitettu potentiaalintasauskiskoon. Potentiaalintasauskisko liitetty TN-S sähkökeskukseen, jolloin PE johto virrallinen. Tähtipistettä ei saa maadoittaa suoraan muuntajalla.",,SFS-6000-1,standard_document,SFS-6000-1,SFS-6000-1,,,,"uusinta | Finavia Oyj | Autosuojarakennus | Muuntaja 1 ja 2 tähtipiste maadoitettu potentiaalintasauskiskoon. Potentiaalintasauskisko liitetty TN-S sähkökeskukseen, jolloin PE johto virrallinen. Tähtipistettä ei saa maadoittaa suoraan muuntajalla. | SFS-6000-1 | kat_2_turvallisuutta_vahentava"
HF-00026,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,18,Autosuojarakennus,"Pääkeskushuoneen seinällä jakorasia, josta puuttuu kansi [SFS 6000 liite 41A].","Pääkeskushuoneen seinällä jakorasia, josta puuttuu kansi .",,SFS 6000 liite 41A,standard_clause,SFS 6000 kohta liite 41A,SFS 6000,liite 41A,,,"uusinta | Finavia Oyj | Autosuojarakennus | Pääkeskushuoneen seinällä jakorasia, josta puuttuu kansi . | SFS 6000 kohta liite 41A | kat_2_turvallisuutta_vahentava"
HF-00027,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,19,Autosuojarakennus,Korjaamon huoltosyvennyksessä valaisimet ja jakorasiat asennettu ATEX tilaluokkaan 2. Asennetut valaisimet ja jakorasiat ei ole tilaluokkaan sopivat. [SFS-EN 60079-14.4],Korjaamon huoltosyvennyksessä valaisimet ja jakorasiat asennettu ATEX tilaluokkaan 2. Asennetut valaisimet ja jakorasiat ei ole tilaluokkaan sopivat.,,SFS-EN 60079-14.4,standard_clause,SFS-EN 60079-14 kohta 4,SFS-EN 60079-14,4,,,uusinta | Finavia Oyj | Autosuojarakennus | Korjaamon huoltosyvennyksessä valaisimet ja jakorasiat asennettu ATEX tilaluokkaan 2. Asennetut valaisimet ja jakorasiat ei ole tilaluokkaan sopivat. | SFS-EN 60079-14 kohta 4 | kat_2_turvallisuutta_vahentava
HF-00028,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,20,Autosuojarakennus,Korjaamon huoltosyvennyksen metalliputkistot ATEX tilaluokissa 1 ja 2 maadoittamatta [SFS-EN 60079-14.4].,Korjaamon huoltosyvennyksen metalliputkistot ATEX tilaluokissa 1 ja 2 maadoittamatta .,,SFS-EN 60079-14.4,standard_clause,SFS-EN 60079-14 kohta 4,SFS-EN 60079-14,4,,,uusinta | Finavia Oyj | Autosuojarakennus | Korjaamon huoltosyvennyksen metalliputkistot ATEX tilaluokissa 1 ja 2 maadoittamatta . | SFS-EN 60079-14 kohta 4 | kat_2_turvallisuutta_vahentava
HF-00029,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,21,Autosuojarakennus,"Korjaamon seinällä vanha metallinen kotelo, jossa kytkin. Kotelo aukeaa ilman työkalua ja jännitteiset osat kosketeltavissa [SFS 6000 liite 41A].","Korjaamon seinällä vanha metallinen kotelo, jossa kytkin. Kotelo aukeaa ilman työkalua ja jännitteiset osat kosketeltavissa .",,SFS 6000 liite 41A,standard_clause,SFS 6000 kohta liite 41A,SFS 6000,liite 41A,,,"uusinta | Finavia Oyj | Autosuojarakennus | Korjaamon seinällä vanha metallinen kotelo, jossa kytkin. Kotelo aukeaa ilman työkalua ja jännitteiset osat kosketeltavissa . | SFS 6000 kohta liite 41A | kat_2_turvallisuutta_vahentava"
HF-00030,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,22,Lämpökeskus,"Öljysäiliön, ylitäytönestimen ja polttoainelinjojen maadoitukset puuttuvat. Säiliön sisäpuoli RSA mukaan tilaluokkaa 0 [SFS-EN 60079-14.6.4].","Öljysäiliön, ylitäytönestimen ja polttoainelinjojen maadoitukset puuttuvat. Säiliön sisäpuoli RSA mukaan tilaluokkaa 0 .",,SFS-EN 60079-14.6.4,standard_clause,SFS-EN 60079-14 kohta 6.4,SFS-EN 60079-14,6.4,,,"uusinta | Finavia Oyj | Lämpökeskus | Öljysäiliön, ylitäytönestimen ja polttoainelinjojen maadoitukset puuttuvat. Säiliön sisäpuoli RSA mukaan tilaluokkaa 0 . | SFS-EN 60079-14 kohta 6.4 | kat_2_turvallisuutta_vahentava"
HF-00031,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,23,Lämpökeskus,Öljysäiliön varoituskilvet puuttuvat [VNa 576/2003; 7 §].,Öljysäiliön varoituskilvet puuttuvat .,,VNa 576/2003; 7 §,law_section,Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003 7§,,,Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003,7§,uusinta | Finavia Oyj | Lämpökeskus | Öljysäiliön varoituskilvet puuttuvat . | Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003 7§ | kat_2_turvallisuutta_vahentava
HF-00032,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,24,Lämpökeskus,"Rakennuksen sisään tulevat putkistot, joissa voi esiintyä vieras maanpotenttiaali on liittämättä rakennuksen potentiaalintasausjärjestelmään. Liitos tulisi olla mahdollisimman lähellä sisääntulokohtaa. [SFS 6000-411.3.1.2]","Rakennuksen sisään tulevat putkistot, joissa voi esiintyä vieras maanpotenttiaali on liittämättä rakennuksen potentiaalintasausjärjestelmään. Liitos tulisi olla mahdollisimman lähellä sisääntulokohtaa.",,SFS 6000-411.3.1.2,standard_clause,SFS 6000-411 kohta 3.1.2,SFS 6000-411,3.1.2,,,"uusinta | Finavia Oyj | Lämpökeskus | Rakennuksen sisään tulevat putkistot, joissa voi esiintyä vieras maanpotenttiaali on liittämättä rakennuksen potentiaalintasausjärjestelmään. Liitos tulisi olla mahdollisimman lähellä sisääntulokohtaa. | SFS 6000-411 kohta 3.1.2 | kat_2_turvallisuutta_vahentava"
HF-00033,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,25,M22 muuntamo,"Muuntaja 1 aistinvaraisen tarkastuksen perusteella ”napisee”. Lämpötilan noustessa napina voimistuu. Napina on epänormaalia ja se voi kertoa esim. heikentyneestä eristyksestä. Muuntajan kuntoa ei ole huolloilla tutkittu eikä öljyanalyysia ole ilmeisesti koskaan tehty. Heikentynyt eristys voi johtaa muuntajan äkilliseen tuhoutumiseen. [Sähköturvallisuuslaki 1135/2016, 31§]",Muuntaja 1 aistinvaraisen tarkastuksen perusteella ”napisee”. Lämpötilan noustessa napina voimistuu. Napina on epänormaalia ja se voi kertoa esim. heikentyneestä eristyksestä. Muuntajan kuntoa ei ole huolloilla tutkittu eikä öljyanalyysia ole ilmeisesti koskaan tehty. Heikentynyt eristys voi johtaa muuntajan äkilliseen tuhoutumiseen.,,"Sähköturvallisuuslaki 1135/2016, 31§",law_section,Sähköturvallisuuslaki 1135/2016 31§,,,Sähköturvallisuuslaki 1135/2016,31§,uusinta | Finavia Oyj | M22 muuntamo | Muuntaja 1 aistinvaraisen tarkastuksen perusteella ”napisee”. Lämpötilan noustessa napina voimistuu. Napina on epänormaalia ja se voi kertoa esim. heikentyneestä eristyksestä. Muuntajan kuntoa ei ole huolloilla tutkittu eikä öljyanalyysia ole ilmeisesti koskaan tehty. Heikentynyt eristys voi johtaa muuntajan äkilliseen tuhoutumiseen. | Sähköturvallisuuslaki 1135/2016 31§ | kat_2_turvallisuutta_vahentava
HF-00034,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,26,Kunnossapitorakennus,Jatkojohtoja käytetty paloaseman sähkölaitteille. Jatkojohdot ovat tarkoitettu yleensä vain tilapäistä käyttöä varten. [SFS 6000.813.5.2],Jatkojohtoja käytetty paloaseman sähkölaitteille. Jatkojohdot ovat tarkoitettu yleensä vain tilapäistä käyttöä varten.,,SFS 6000.813.5.2,standard_clause,SFS 6000 kohta 813.5.2,SFS 6000,813.5.2,,,uusinta | Finavia Oyj | Kunnossapitorakennus | Jatkojohtoja käytetty paloaseman sähkölaitteille. Jatkojohdot ovat tarkoitettu yleensä vain tilapäistä käyttöä varten. | SFS 6000 kohta 813.5.2 | kat_2_turvallisuutta_vahentava
HF-00035,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,27,Kunnossapitorakennus,Ovikeskuksen aukkopeite puuttuu [SFS 6000 liite 41A].,Ovikeskuksen aukkopeite puuttuu .,,SFS 6000 liite 41A,standard_clause,SFS 6000 kohta liite 41A,SFS 6000,liite 41A,,,uusinta | Finavia Oyj | Kunnossapitorakennus | Ovikeskuksen aukkopeite puuttuu . | SFS 6000 kohta liite 41A | kat_2_turvallisuutta_vahentava
HF-00036,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,28,Vaarallisten jätteiden säilytys (kontti),"RSA asiakirjan mukaan jäteöljysäiliön suuaukosta 1,5m tilaluokkaa 1. Alueen sisällä ATEX valaisin II 3G joka ei ole tilaluokkaan 1 sopiva. [SFS-EN 60079-14.4]","RSA asiakirjan mukaan jäteöljysäiliön suuaukosta 1,5m tilaluokkaa 1. Alueen sisällä ATEX valaisin II 3G joka ei ole tilaluokkaan 1 sopiva.",OK,SFS-EN 60079-14.4,standard_clause,SFS-EN 60079-14 kohta 4,SFS-EN 60079-14,4,,,"uusinta | Finavia Oyj | Vaarallisten jätteiden säilytys (kontti) | RSA asiakirjan mukaan jäteöljysäiliön suuaukosta 1,5m tilaluokkaa 1. Alueen sisällä ATEX valaisin II 3G joka ei ole tilaluokkaan 1 sopiva. | SFS-EN 60079-14 kohta 4 | kat_2_turvallisuutta_vahentava"
HF-00037,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,29,Vaarallisten jätteiden säilytys (kontti),Kontti ja sen ritilät maadoittamatta [SFS-EN 60079-14.6.4].,Kontti ja sen ritilät maadoittamatta .,,SFS-EN 60079-14.6.4,standard_clause,SFS-EN 60079-14 kohta 6.4,SFS-EN 60079-14,6.4,,,uusinta | Finavia Oyj | Vaarallisten jätteiden säilytys (kontti) | Kontti ja sen ritilät maadoittamatta . | SFS-EN 60079-14 kohta 6.4 | kat_2_turvallisuutta_vahentava
HF-00038,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,30,Vaarallisten jätteiden säilytys (kontti),ATEX varoitusmerkintä puuttuu [VNa 576/2003; 7 §].,ATEX varoitusmerkintä puuttuu .,,VNa 576/2003; 7 §,law_section,Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003 7§,,,Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003,7§,uusinta | Finavia Oyj | Vaarallisten jätteiden säilytys (kontti) | ATEX varoitusmerkintä puuttuu . | Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003 7§ | kat_2_turvallisuutta_vahentava
HF-00039,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,31,Terminaali,Pääkeskushuoneen Schneider Electric ATV212 taajuusmuuttajaa ei ole maadoitettu valmistajan ohjeen mukaisesti vähintään 10mm2 maadoitusjohtimella.,Pääkeskushuoneen Schneider Electric ATV212 taajuusmuuttajaa ei ole maadoitettu valmistajan ohjeen mukaisesti vähintään 10mm2 maadoitusjohtimella.,,,,,,,,,uusinta | Finavia Oyj | Terminaali | Pääkeskushuoneen Schneider Electric ATV212 taajuusmuuttajaa ei ole maadoitettu valmistajan ohjeen mukaisesti vähintään 10mm2 maadoitusjohtimella. |  | kat_2_turvallisuutta_vahentava
HF-00040,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,32,Terminaali,Pääkeskushuoneen MEB kiskolla muutamassa johdossa ylisuuret kaapelikengät. Puristettu väärin menetelmin. Liitos ei ole tehty valmistajan ohjeen mukaisesti.,Pääkeskushuoneen MEB kiskolla muutamassa johdossa ylisuuret kaapelikengät. Puristettu väärin menetelmin. Liitos ei ole tehty valmistajan ohjeen mukaisesti.,,,,,,,,,uusinta | Finavia Oyj | Terminaali | Pääkeskushuoneen MEB kiskolla muutamassa johdossa ylisuuret kaapelikengät. Puristettu väärin menetelmin. Liitos ei ole tehty valmistajan ohjeen mukaisesti. |  | kat_2_turvallisuutta_vahentava
HF-00041,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,33,Torni,PB1 viereisen keskuksen aukkopeite puuttuu [SFS 6000 liite 41A].,PB1 viereisen keskuksen aukkopeite puuttuu .,,SFS 6000 liite 41A,standard_clause,SFS 6000 kohta liite 41A,SFS 6000,liite 41A,,,uusinta | Finavia Oyj | Torni | PB1 viereisen keskuksen aukkopeite puuttuu . | SFS 6000 kohta liite 41A | kat_2_turvallisuutta_vahentava
HF-00042,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,8. Suositukset,suositus,1,"Katujakokaapissa/sähköliittymä on käytetty sekaisin gg ja gB käyrän sulakkeita. gB sulake on huomattavasti nopeatoimisempi kuin gg sulake. Suositellaan tarkastamaan onko gB sulakkeen käyttäminen tarkoituksen mukaista kaapelin suojauksessa sekä selektiivisyyden kannalta. gB sulake johdon suojauksen kannalta parempi, mutta ongelmia voi olla selektiivisyydessä, mikäli sulakevalinta ei ole harkittu.",,,,,,,,,,,"uusinta | Finavia Oyj | Katujakokaapissa/sähköliittymä on käytetty sekaisin gg ja gB käyrän sulakkeita. gB sulake on huomattavasti nopeatoimisempi kuin gg sulake. Suositellaan tarkastamaan onko gB sulakkeen käyttäminen tarkoituksen mukaista kaapelin suojauksessa sekä selektiivisyyden kannalta. gB sulake johdon suojauksen kannalta parempi, mutta ongelmia voi olla selektiivisyydessä, mikäli sulakevalinta ei ole harkittu. |  |  | suositus"
HF-00043,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,8. Suositukset,suositus,2,Autosuojarakennuksen muuntamon 6kV jännitteenkoetin vuodelta 1967. Sitä ei ole tarkastettu. Jännitteen koettimet tulisi säännöllisesti koestaa tai vanhuuttaan uusia.,,,,,,,,,,,uusinta | Finavia Oyj | Autosuojarakennuksen muuntamon 6kV jännitteenkoetin vuodelta 1967. Sitä ei ole tarkastettu. Jännitteen koettimet tulisi säännöllisesti koestaa tai vanhuuttaan uusia. |  |  | suositus
HF-00044,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,8. Suositukset,suositus,3,Suositellaan seuraavan muuntamohuollon yhteydessä mittaamaan kojeistojen kaapelipäätteiden/KJ- kaapelin keskusköyden liitäntäpisteen jatkuvuus potentiaalintasauskiskolle. Monesti kojeiston peltiset rakenteet kytkeytyvät maalattujen peltiosien kautta kiskolle. Maalatuissa osissa voi olla huomattavia epäjatkuvuuskohtia. Mittaus suositellaan tehtäväksi vähintään 10 A virralla (ns. milli ohmi mittaus). Hyvällä maadoituksella on keskeinen merkitys kosketusjännitteen suuruudelle maasulkutilanteessa. Keskusköysi olisi hyvä liittää suoraan maadoituskiskolle.,,,,,,,,,,,uusinta | Finavia Oyj | Suositellaan seuraavan muuntamohuollon yhteydessä mittaamaan kojeistojen kaapelipäätteiden/KJ- kaapelin keskusköyden liitäntäpisteen jatkuvuus potentiaalintasauskiskolle. Monesti kojeiston peltiset rakenteet kytkeytyvät maalattujen peltiosien kautta kiskolle. Maalatuissa osissa voi olla huomattavia epäjatkuvuuskohtia. Mittaus suositellaan tehtäväksi vähintään 10 A virralla (ns. milli ohmi mittaus). Hyvällä maadoituksella on keskeinen merkitys kosketusjännitteen suuruudelle maasulkutilanteessa. Keskusköysi olisi hyvä liittää suoraan maadoituskiskolle. |  |  | suositus
HF-00045,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,8. Suositukset,suositus,4,Huolto- ja kunnossapitosuunnitelmaan tulisi sisällyttää muuntajien öljynäytteet. Tiettävästi niitä ei ole koskaan otettu. Se on oleellinen osa muuntajan huolto-ohjelmaan ja muuntajan turvallisuuden varmistamista.,,,,,,,,,,,uusinta | Finavia Oyj | Huolto- ja kunnossapitosuunnitelmaan tulisi sisällyttää muuntajien öljynäytteet. Tiettävästi niitä ei ole koskaan otettu. Se on oleellinen osa muuntajan huolto-ohjelmaan ja muuntajan turvallisuuden varmistamista. |  |  | suositus
HF-00046,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,8. Suositukset,suositus,5,Suositellaan tarkastamaan autosuojarakennuksen akkujen latauspaikan ilmanvaihdon riittävyys vastaamaan RSA asiakirjan vaatimusta. Aistinvaraisesti tarkastamalla ilmanvaihtoa ei juuri havaittu tilassa.,,,,,,,,,,,uusinta | Finavia Oyj | Suositellaan tarkastamaan autosuojarakennuksen akkujen latauspaikan ilmanvaihdon riittävyys vastaamaan RSA asiakirjan vaatimusta. Aistinvaraisesti tarkastamalla ilmanvaihtoa ei juuri havaittu tilassa. |  |  | suositus
HF-00047,p#U00f6yt#U00e4kirja phytonia varten/Tarkaastukset 2025/M#U00e4#U00e4r#U00e4aikaistarkastukset 2025/05 m#U00e4#U00e4r#U00e4aikaistarkastus ivalo uusinta 19.12.2025.docx,uusinta,Finavia Oyj,"Lentokentäntie 290, 99800 Inari",2c,19.12.2025,8. Suositukset,suositus,6,Suositellaan sähkölaitteistolle lämpökuvausta osana huolto- ja kunnossapitosuunnitelmaa,,,,,,,,,,,uusinta | Finavia Oyj | Suositellaan sähkölaitteistolle lämpökuvausta osana huolto- ja kunnossapitosuunnitelmaa |  |  | suositus
