historical_finding_id,source_file,inspection_type,site_name,site_address,equipment_class,inspection_date,section,severity_category,finding_number,area,finding_text,finding_text_clean,correction,reference_raw,reference_type,reference_normalized,standard_code,clause_number,law_code,law_section,retrieval_text
HF-00601,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,29,Tankkausasema,Polttoöljy polttoöljysäiliön täyttöpaikalta puuttuu maadoituspallo [SFS 30052.17.3],Polttoöljy polttoöljysäiliön täyttöpaikalta puuttuu maadoituspallo,,SFS 30052.17.3,standard_clause,SFS 30052 kohta 17.3,SFS 30052,17.3,,,määräaikainen | Finavia OYj | Tankkausasema | Polttoöljy polttoöljysäiliön täyttöpaikalta puuttuu maadoituspallo | SFS 30052 kohta 17.3 | kat_2_turvallisuutta_vahentava
HF-00602,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,30,Tankkausasema,Moottoripolttoöljy säiliön yhteydestä puuttuu EX kyltit [VNa 576/2003; 7 §].,Moottoripolttoöljy säiliön yhteydestä puuttuu EX kyltit .,,VNa 576/2003; 7 §,law_section,Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003 7§,,,Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003,7§,määräaikainen | Finavia OYj | Tankkausasema | Moottoripolttoöljy säiliön yhteydestä puuttuu EX kyltit . | Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003 7§ | kat_2_turvallisuutta_vahentava
HF-00603,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,31,Kaasupullovarasto,Kaappi maadoittamatta ja varoituskyltit ei RSA mukaiset [SFS 60079-14.6.4 ja VNa 576/2003; 7 §].,Kaappi maadoittamatta ja varoituskyltit ei RSA mukaiset .,,SFS 60079-14.6.4 ja VNa 576/2003; 7 §,law_section,Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003 7§,,,Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003,7§,määräaikainen | Finavia OYj | Kaasupullovarasto | Kaappi maadoittamatta ja varoituskyltit ei RSA mukaiset . | Valtioneuvoston asetus räjähdyskelpoisten ilmaseosten työntekijöille aiheuttaman vaaran torjunnasta 576/2003 7§ | kat_2_turvallisuutta_vahentava
HF-00604,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,32,Vaaralliset jätteet,"Tilan käyttö ei vastaa räjähdyssuoja-asiakirjaa. Tilaluokitelluilla alueella säilytettään syttymislähteitä, kuten varavirtalähteitä (akkuja). Tilan toimintatarkoitus tulee arvioida uudelleen tai noudattaa RSA vaatimuksia. RSA mukaan akut tulee säilyttää omassa kontissa.","Tilan käyttö ei vastaa räjähdyssuoja-asiakirjaa. Tilaluokitelluilla alueella säilytettään syttymislähteitä, kuten varavirtalähteitä (akkuja). Tilan toimintatarkoitus tulee arvioida uudelleen tai noudattaa RSA vaatimuksia. RSA mukaan akut tulee säilyttää omassa kontissa.",,,,,,,,,"määräaikainen | Finavia OYj | Vaaralliset jätteet | Tilan käyttö ei vastaa räjähdyssuoja-asiakirjaa. Tilaluokitelluilla alueella säilytettään syttymislähteitä, kuten varavirtalähteitä (akkuja). Tilan toimintatarkoitus tulee arvioida uudelleen tai noudattaa RSA vaatimuksia. RSA mukaan akut tulee säilyttää omassa kontissa. |  | kat_2_turvallisuutta_vahentava"
HF-00605,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,33,Vaaralliset jätteet,Kontti ei ole maadoitettu potentiaalintasaukseen [SFS 60079-14.6.4].,Kontti ei ole maadoitettu potentiaalintasaukseen .,,SFS 60079-14.6.4,standard_clause,SFS 60079-14 kohta 6.4,SFS 60079-14,6.4,,,määräaikainen | Finavia OYj | Vaaralliset jätteet | Kontti ei ole maadoitettu potentiaalintasaukseen . | SFS 60079-14 kohta 6.4 | kat_2_turvallisuutta_vahentava
HF-00606,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,34,Kunnossapitohalli,Huoltohallissa päättämättömiä johdonpäitä. Ainakin kaksi. [SFS 6000 Liite 41A],Huoltohallissa päättämättömiä johdonpäitä. Ainakin kaksi.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Finavia OYj | Kunnossapitohalli | Huoltohallissa päättämättömiä johdonpäitä. Ainakin kaksi. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00607,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,34,Kunnossapitohalli,PK päällä avonainen johtoläpivienti. [SFS 6000 Liite 41A],PK päällä avonainen johtoläpivienti.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Finavia OYj | Kunnossapitohalli | PK päällä avonainen johtoläpivienti. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00608,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,34,Kunnossapidon taukotila,Radiopuhelimien ja muiden laitteiden latauspiste toteutettu jatkojohdoilla. Useita jatkojohtoja peräkkäin. [SFS 6000.813.5.2],Radiopuhelimien ja muiden laitteiden latauspiste toteutettu jatkojohdoilla. Useita jatkojohtoja peräkkäin.,,SFS 6000.813.5.2,standard_clause,SFS 6000 kohta 813.5.2,SFS 6000,813.5.2,,,määräaikainen | Finavia OYj | Kunnossapidon taukotila | Radiopuhelimien ja muiden laitteiden latauspiste toteutettu jatkojohdoilla. Useita jatkojohtoja peräkkäin. | SFS 6000 kohta 813.5.2 | kat_2_turvallisuutta_vahentava
HF-00609,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,35,Kunnossapitohalli,"Samassa rakennuksessa kaksi PK keskusta. Nimeäminen on harhaanjohtavaa, jolloin laitteiston käyttäminen epäselvää ja aiheuttaa virheen mahdollisuuden. [Vna 1434/2016 liitteen kohta 21]","Samassa rakennuksessa kaksi PK keskusta. Nimeäminen on harhaanjohtavaa, jolloin laitteiston käyttäminen epäselvää ja aiheuttaa virheen mahdollisuuden.",,Vna 1434/2016 liitteen kohta 21,unparsed,Vna 1434/2016 liitteen kohta 21,,,,,"määräaikainen | Finavia OYj | Kunnossapitohalli | Samassa rakennuksessa kaksi PK keskusta. Nimeäminen on harhaanjohtavaa, jolloin laitteiston käyttäminen epäselvää ja aiheuttaa virheen mahdollisuuden. | Vna 1434/2016 liitteen kohta 21 | kat_2_turvallisuutta_vahentava"
HF-00610,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,36,Kunnossapitohalli,"PK keskuksen lähtö R.10 polttoainejakeluasema. Nimellisvirta 35A, mutta asennettu yksi 50A sulake. [SFS 6000.433]","PK keskuksen lähtö R.10 polttoainejakeluasema. Nimellisvirta 35A, mutta asennettu yksi 50A sulake.",,SFS 6000.433,standard_clause,SFS 6000 kohta 433,SFS 6000,433,,,"määräaikainen | Finavia OYj | Kunnossapitohalli | PK keskuksen lähtö R.10 polttoainejakeluasema. Nimellisvirta 35A, mutta asennettu yksi 50A sulake. | SFS 6000 kohta 433 | kat_2_turvallisuutta_vahentava"
HF-00611,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,37,Kunnossapitohalli,Öljymontun valaisimen ATEX-luokka ei vastaa RSA vaatimusta.,Öljymontun valaisimen ATEX-luokka ei vastaa RSA vaatimusta.,,,,,,,,,määräaikainen | Finavia OYj | Kunnossapitohalli | Öljymontun valaisimen ATEX-luokka ei vastaa RSA vaatimusta. |  | kat_2_turvallisuutta_vahentava
HF-00612,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,38,Kunnossapitohalli,Öljymontun paineilmalinja ja öljysäiliö maadoittamatta (ATEX-tilaluokiteltu) [SFS 60079-14.6.4].,Öljymontun paineilmalinja ja öljysäiliö maadoittamatta (ATEX-tilaluokiteltu) .,,SFS 60079-14.6.4,standard_clause,SFS 60079-14 kohta 6.4,SFS 60079-14,6.4,,,määräaikainen | Finavia OYj | Kunnossapitohalli | Öljymontun paineilmalinja ja öljysäiliö maadoittamatta (ATEX-tilaluokiteltu) . | SFS 60079-14 kohta 6.4 | kat_2_turvallisuutta_vahentava
HF-00613,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,39,Kunnossapitohalli,Autonosturin tilaluokitukseen tulee ottaa kantaa RSA asiakirjassa.,Autonosturin tilaluokitukseen tulee ottaa kantaa RSA asiakirjassa.,,,,,,,,,määräaikainen | Finavia OYj | Kunnossapitohalli | Autonosturin tilaluokitukseen tulee ottaa kantaa RSA asiakirjassa. |  | kat_2_turvallisuutta_vahentava
HF-00614,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,40,RK9 VV,R59 maadoitusjohto irti liittimestä. Korjattu tarkastuksella.,R59 maadoitusjohto irti liittimestä. Korjattu tarkastuksella.,OK,,,,,,,,määräaikainen | Finavia OYj | RK9 VV | R59 maadoitusjohto irti liittimestä. Korjattu tarkastuksella. |  | kat_2_turvallisuutta_vahentava
HF-00615,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,41,RK9 VV,Kaksoiseristys puutteellinen pienois- ja pienjännitteisten johtojen välillä. [SFS 6000 Liite 41A],Kaksoiseristys puutteellinen pienois- ja pienjännitteisten johtojen välillä.,,SFS 6000 Liite 41A,standard_clause,SFS 6000 kohta Liite 41A,SFS 6000,Liite 41A,,,määräaikainen | Finavia OYj | RK9 VV | Kaksoiseristys puutteellinen pienois- ja pienjännitteisten johtojen välillä. | SFS 6000 kohta Liite 41A | kat_2_turvallisuutta_vahentava
HF-00616,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,42,RK9 VV,"2020 rakennetussa keskuksessa nousujohdon vaihe ja nolla mustilla johtimilla, joissa numerotunnukset. Johdot tulee tehdä HD 308 mukaisesti. [SFS 6000-514.3.2]","2020 rakennetussa keskuksessa nousujohdon vaihe ja nolla mustilla johtimilla, joissa numerotunnukset. Johdot tulee tehdä HD 308 mukaisesti.",,SFS 6000-514.3.2,standard_clause,SFS 6000-514 kohta 3.2,SFS 6000-514,3.2,,,"määräaikainen | Finavia OYj | RK9 VV | 2020 rakennetussa keskuksessa nousujohdon vaihe ja nolla mustilla johtimilla, joissa numerotunnukset. Johdot tulee tehdä HD 308 mukaisesti. | SFS 6000-514 kohta 3.2 | kat_2_turvallisuutta_vahentava"
HF-00617,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,43,Terminaali PK H.,PK – PKVV välillä keskukset yhdistävä kaapeli. Keskuksen pääkytkin ei katkaise jännitettä. Pitää merkata keskuksen kanteen selkeästi havaittava varoitus. Esim. ”pääkytkin ei katkaise jännitettä” [Vna 1434/2016 liitteen kohta 21],PK – PKVV välillä keskukset yhdistävä kaapeli. Keskuksen pääkytkin ei katkaise jännitettä. Pitää merkata keskuksen kanteen selkeästi havaittava varoitus. Esim. ”pääkytkin ei katkaise jännitettä”,,Vna 1434/2016 liitteen kohta 21,unparsed,Vna 1434/2016 liitteen kohta 21,,,,,määräaikainen | Finavia OYj | Terminaali PK H. | PK – PKVV välillä keskukset yhdistävä kaapeli. Keskuksen pääkytkin ei katkaise jännitettä. Pitää merkata keskuksen kanteen selkeästi havaittava varoitus. Esim. ”pääkytkin ei katkaise jännitettä” | Vna 1434/2016 liitteen kohta 21 | kat_2_turvallisuutta_vahentava
HF-00618,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,44,Terminaali PK H.,"PK pääkeskuksessa päävarokkeet asennettu 3x200A, mutta keskuksen kannessa merkintä 3x160A. Asennus ja merkinnät ei vastaa toisiaan. Jompikumpi väärin. [Vna 1434/2016 liitteen kohta 21 ja SFS 6000.433]","PK pääkeskuksessa päävarokkeet asennettu 3x200A, mutta keskuksen kannessa merkintä 3x160A. Asennus ja merkinnät ei vastaa toisiaan. Jompikumpi väärin.",,Vna 1434/2016 liitteen kohta 21 ja SFS 6000.433,unparsed,Vna 1434/2016 liitteen kohta 21 ja SFS 6000.433,,,,,"määräaikainen | Finavia OYj | Terminaali PK H. | PK pääkeskuksessa päävarokkeet asennettu 3x200A, mutta keskuksen kannessa merkintä 3x160A. Asennus ja merkinnät ei vastaa toisiaan. Jompikumpi väärin. | Vna 1434/2016 liitteen kohta 21 ja SFS 6000.433 | kat_2_turvallisuutta_vahentava"
HF-00619,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,"7. Puutteet ja viat, jotka vähentävät käytön turvallisuutta (kat. 2)",kat_2_turvallisuutta_vahentava,45,Terminaali,"Teletila T-jakamo tilan kulmassa nousujohto, joka kiinnittämättä. [SFS 6000.522]","Teletila T-jakamo tilan kulmassa nousujohto, joka kiinnittämättä.",,SFS 6000.522,standard_clause,SFS 6000 kohta 522,SFS 6000,522,,,"määräaikainen | Finavia OYj | Terminaali | Teletila T-jakamo tilan kulmassa nousujohto, joka kiinnittämättä. | SFS 6000 kohta 522 | kat_2_turvallisuutta_vahentava"
HF-00620,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,8. Suositukset,suositus,1,"Pääkeskus varavoimakoneen yhteydessä; pääkatkaisijan Ii laukaisuporras 1,25xIn (välitön laukaisuporras). Todennäköisesti katkaisija ei ole muun verkon kanssa selektiivinen. Suositellaan tarkastamaan selektiivisyys.",,,,,,,,,,,"määräaikainen | Finavia OYj | Pääkeskus varavoimakoneen yhteydessä; pääkatkaisijan Ii laukaisuporras 1,25xIn (välitön laukaisuporras). Todennäköisesti katkaisija ei ole muun verkon kanssa selektiivinen. Suositellaan tarkastamaan selektiivisyys. |  |  | suositus"
HF-00621,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,8. Suositukset,suositus,2,6kV maasulkurele Strömberg SPAU suositellaan uusimista huomioiden kyseisen varavoimaverkon kriittisyys.,,,,,,,,,,,määräaikainen | Finavia OYj | 6kV maasulkurele Strömberg SPAU suositellaan uusimista huomioiden kyseisen varavoimaverkon kriittisyys. |  |  | suositus
HF-00622,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,8. Suositukset,suositus,3,"Suositellaan vanhojen 6kV erottimien uusimista, koska vanhojen ”koiranluu” mallisten erottimen käyttövarmuus huono. Erottimien muovi on hauraustunut ja on hyvin yleistä, että käytönaikana hajoavat.",,,,,,,,,,,"määräaikainen | Finavia OYj | Suositellaan vanhojen 6kV erottimien uusimista, koska vanhojen ”koiranluu” mallisten erottimen käyttövarmuus huono. Erottimien muovi on hauraustunut ja on hyvin yleistä, että käytönaikana hajoavat. |  |  | suositus"
HF-00623,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,8. Suositukset,suositus,4,Tankkausaseman maadoituskaavion mukaan tankkausasemalla pitäisi olla maadoituselektrodi. Tarkastuksella sitä ei löytynyt. Suositellaan tarkastamaan maadoitusvastus.,,,,,,,,,,,määräaikainen | Finavia OYj | Tankkausaseman maadoituskaavion mukaan tankkausasemalla pitäisi olla maadoituselektrodi. Tarkastuksella sitä ei löytynyt. Suositellaan tarkastamaan maadoitusvastus. |  |  | suositus
HF-00624,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,8. Suositukset,suositus,5,JK28 UPS keskuksen oikosulkuvirta ei ole riittävä UPS-akkukäyttötilanteessa saavuttamaan täydellistä selektiivisyyttä suojalaitteiden välillä. Kyseinen keskus syöttää lennonjohtoa. Huomioiden toiminnan kriittisyys suositellaan asia korjaamaan.,,,,,,,,,,,määräaikainen | Finavia OYj | JK28 UPS keskuksen oikosulkuvirta ei ole riittävä UPS-akkukäyttötilanteessa saavuttamaan täydellistä selektiivisyyttä suojalaitteiden välillä. Kyseinen keskus syöttää lennonjohtoa. Huomioiden toiminnan kriittisyys suositellaan asia korjaamaan. |  |  | suositus
HF-00625,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,8. Suositukset,suositus,6,"NK1 VV keskuksessa riviliitintilassa ”ABIKO” tai vastaavia puristusliittimiä. Asennustapa ei ole hyvien asennustapojen mukainen eikä tarkastuksella voitu varmistaa, että kyseiset liittimet täyttävät verkkojännitetason jännitevaatimukset ja että puristus on tehty täysin tyyppitestauksen mukaisesti. Suositellaan liittimien korvaamista.",,,,,,,,,,,"määräaikainen | Finavia OYj | NK1 VV keskuksessa riviliitintilassa ”ABIKO” tai vastaavia puristusliittimiä. Asennustapa ei ole hyvien asennustapojen mukainen eikä tarkastuksella voitu varmistaa, että kyseiset liittimet täyttävät verkkojännitetason jännitevaatimukset ja että puristus on tehty täysin tyyppitestauksen mukaisesti. Suositellaan liittimien korvaamista. |  |  | suositus"
HF-00626,p#U00f6yt#U00e4kirja phytonia varten/Tarkastukset 2026/M#U00e4#U00e4r#U00e4aikaisttarkastukset/01 M#U00e4#U00e4r#U00e4aikaistarkastus kittil#U00e4.docx,määräaikainen,Finavia OYj,"Levintie 259, 99100 Kittilä",2c,2.3.2026,8. Suositukset,suositus,7,"Terminaalirakennuksen PKVV keskuksen vieressä sprnkler, kotelo jota syötetään ennen pääkytkintä. Kotelossa varokealusta. Suositellaan sen vaihtamista kytkinvaroketyyppiseen alustaan, jotta sulakkeen vaihtaminen voidaan tehdä virrattomana turvallisesti.",,,,,,,,,,,"määräaikainen | Finavia OYj | Terminaalirakennuksen PKVV keskuksen vieressä sprnkler, kotelo jota syötetään ennen pääkytkintä. Kotelossa varokealusta. Suositellaan sen vaihtamista kytkinvaroketyyppiseen alustaan, jotta sulakkeen vaihtaminen voidaan tehdä virrattomana turvallisesti. |  |  | suositus"
